1012404
795737
1950
"ASCORBIC ACID (VITAMIN C), INCL. COMBINATIONS"
OTHER OPHTHALMOLOGICALS
637190
1426
1661427
835605
876690
211190
207290
1049640
606
1948
DECONGESTANTS AND ANTIALLERGICS
"VITAMIN A AND D, INCL. COMBINATIONS OF THE TWO"
OTHER PLAIN VITAMIN PREPARATIONS
ANTIBIOTICS FOR TOPICAL USE
"ANTIADRENERGIC AGENTS, CENTRALLY ACTING"
2402
SELECTIVE CALCIUM CHANNEL BLOCKERS WITH MAINLY VASCULAR EFFECTS
4012703
211482
"LIPID MODIFYING AGENTS, PLAIN"
4013962
312773
1367439
209397
762333
4038506
142004
2335
DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS
543460
HORMONAL CONTRACEPTIVES FOR SYSTEMIC USE
PROGESTOGENS
HORMONES AND RELATED AGENTS
1949
TETRACYCLINES
"ECTOPARASITICIDES, INCL. SCABICIDES"
240128
311498
1092428
obesity
"BETA-LACTAM ANTIBACTERIALS, PENICILLINS"
801112
897653
1726992
1012396
8164
1234995
802792
238755
1435169
ANTACIDS
CALCIUM
6922
1795621
1870650
996828
7824
904415
314216
892477
"DIGESTIVES, INCL. ENZYMES"
1250265
1010688
847627
107602
199739
11248
7417
310879
1011849
198806
"VITAMIN B1, PLAIN AND IN COMBINATION WITH VITAMIN B6 AND B12"
PROTECTIVES AGAINST UV-RADIATION
CICATRIZANTS
2072
198148
351137
1359779
403908
1241
459
diastolic_Prehypertension
1725078
4146
2381
358255
4008446
ANTIPROPULSIVES
894914
829757
884175
854236
1732006
857004
991088
260330
DRUGS USED IN BENIGN PROSTATIC HYPERTROPHY
"BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS"
2192
2992
2473
205621
OTHER ANTINEOPLASTIC AGENTS
8484
763306
351631
206886
904782
ALL OTHER THERAPEUTIC PRODUCTS
857635
731383
2106884
1737569
804186
1299889
978009
992462
802795
992481
207315
POSTERIOR PITUITARY LOBE HORMONES
104897
1111170
209177
1117570
1797933
208365
855174
213641
824194
PROPULSIVES
209169
1797845
systolic_Hypertension_stage_1
104895
992440
diastolic_Hypertension_stage_1
806392
1725059
863852
diastolic_Hypertension_stage_2
systolic_Hypertension_stage_2
577208
1358610
857111
452
1745091
5939
828322
202098
13271
471
207485
207108
827189
745679
849438
857105
206157
261360
790267
262090
993545
206159
993564
854882
141928
262091
892560
855290
847232
1652640
1364447
ANTIMIGRAINE PREPARATIONS
212390
206726
828350
"ARTERIOLAR SMOOTH MUSCLE, AGENTS ACTING ON"
894813
212389
105028
"ANGIOTENSIN II ANTAGONISTS, PLAIN"
992457
ANDROGENS
285018
351926
212575
205489
865098
DRUGS FOR TREATMENT OF TUBERCULOSIS
752869
311041
INSULINS AND ANALOGUES
1251398
979494
DOPAMINERGIC AGENTS
848582
VASODILATORS USED IN CARDIAC DISEASES
854878
141927
1234256
311700
1860239
1658259
312507
2123072
1656349
854842
753478
1536586
1359858
4028702
002188
4001031
4016636
608652
5557
1360304
4007154
4000846
002947
4014859
1487528
3890
15228
4015980
4010520
4002157
1648786
283219
4007158
6205
5561
008690
2156
1360074
966158
1239
836268
198042
28715
6228
2180406
1837
4008015
4009551
4013958
4673
4009521
NASAL DECONGESTANTS FOR SYSTEMIC USE
5208
4027521
4033207
420222
13276
4033186
IMMUNOGLOBULINS
4029644
5700
197890
OTHER NUTRIENTS
5956
ANTI-PARATHYROID AGENTS
745791
200251
11295
896771
228054
859437
242969
66955
203177
7508
1361048
ANTIVARICOSE THERAPY
1716217
1908
242946
4177
1331
731181
897745
238082
30236
998212
313072
486515
892582
1721684
646132
240793
311034
898316
858603
858607
895216
1423767
283838
ANTIPSORIATICS FOR TOPICAL USE
637551
27729
203203
1734483
860114
6960
977915
82063
DRUGS USED IN ADDICTIVE DISORDERS
836286
1510
607033
"ANESTHETICS, GENERAL"
5699
4808
998601
824586
4008082
4007759
4017305
4004362
4002903
1549356
7127
727137
1040031
466426
3083
3050
6449
4010206
995232
3048
861617
1314133
1666800
1190795
1735003
1099678
4955
1012377
311936
84990
SELECTIVE CALCIUM CHANNEL BLOCKERS WITH DIRECT CARDIAC EFFECTS
197508
313159
856903
8322
"ANTIADRENERGIC AGENTS, PERIPHERALLY ACTING"
351223
1665679
104719
208463
1732011
207193
1728803
1872752
1735006
1660934
1795345
1302279
824574
200977
1795610
1665052
207273
1807628
885257
210011
1120068
284400
25580
"LOW-CEILING DIURETICS, EXCL. THIAZIDES"
1099870
484322
2557
1339
7052
8748
2392
352277
4009858
1049184
198603
992765
1234482
351136
104699
994523
105899
1049529
4030538
197603
1085680
2071
387013
1298199
308762
721793
5325
1047
1232086
1364445
"ANTIOBESITY PREPARATIONS, EXCL. DIET PRODUCTS"
2193
2931
3489
6993
2418
2912
197502
4008232
1795515
1729205
1038787
1659151
1659139
GLYCOGENOLYTIC HORMONES
727619
1666798
238175
615107
1190546
311683
2117608
1049563
1049502
203184
1734203
1807508
819300
4033089
4030180
1661432
4008699
4007836
4030703
860113
4850
3320
854977
216554
311670
1375948
6585
UTEROTONICS
1012688
1300205
32521
198190
203136
1534809
198951
23550
597730
7100
1119573
8773
1049623
876693
834135
685578
213468
1795607
1665685
992876
995270
1731993
204508
1735004
1658222
854232
1010654
1191228
197362
1427073
1986825
1992428
540930
315170
4008894
5984
476556
744842
4008067
895994
282485
311960
8928
57789
238134
6902
238090
4278
312370
82806
4419
636671
861204
636676
3404
1795616
4030090
1243843
4002412
665042
4026903
ANTITHYROID PREPARATIONS
665036
4033621
1243842
4015502
351906
966407
707359
4012705
891453
1307409
762001
1037183
31782
005127
630194
1047040
3845
1000128
6711
4026668
4014953
4032023
313140
1294024
242297
857118
310212
688240
4500
752894
1544918
1593833
308212
828269
2587
1359816
2586
313800
809996
15843
809987
858821
205771
1665091
349409
1928568
1190793
1798389
1872920
1719286
854242
1488670
2554
25567
25566
2709
2401
833143
7776
284460
1087463
1302845
1598268
108782
898697
308516
4025211
351297
1421151
205886
212446
261315
4038828
1486981
1486977
4038444
801092
4027590
4015340
1545658
4038443
4031241
4026401
4013510
4038830
4037500
1359984
554
916
5061
1795514
897756
897761
200317
1049574
892672
5487
209443
3420
204754
4031414
4026085
617954
1536833
6865
1427404
1043673
2391
5432
028465
4001038
4001835
1101320
259249
4002116
4016910
4014211
309402
3478
19134
4035472
4002556
117
16974
5625
4527
4008748
4009035
4034236
4009036
4032532
6158
19765
312191
360349
1247709
313975
860115
1358125
1010900
1085752
351254
857534
596928
213212
847191
896186
114202
42316
215247
199027
3640
60223
23663
8370
2164
896108
722113
4038833
311048
4035587
4032043
4004
1734
4031765
4008047
4025212
315187
4005751
1248013
4036437
4036943
4015492
4038987
6438
1668240
993856
1092357
284548
7212
22854
3242
824301
1310202
1597094
1098193
310396
56466
351360
5224
763623
1926505
10878
1150114
3001
106029
228750
1362062
1658719
8163
1737570
1362061
1901
10869
6579
1247659
35827
139462
8640
48933
1362063
91351
1540229
4502
215525
584369
1362060
806396
1091720
314659
1007530
1100193
1008892
3264
1812095
1098138
309620
1007065
62372
806393
1726081
1540230
1362057
309698
1362059
1359733
56443
34372
562565
8638
153971
1223
343019
1086276
10761
310367
1086275
10759
727887
477589
25138
60207
260124
34693
689953
8514
662263
10600
197633
214183
198063
7804
596
687373
5775
802775
2199577
39171
134615
236065
6038
313409
203164
42954
42933
197832
9143
1923430
684879
854177
167
200060
28200
68149
7299
8536
216525
17767
104416
6809
597747
235743
495881
597744
311570
1008377
203189
35629
16541
5380
1086259
14924
1743707
1540235
3826
707566
OTHER NERVOUS SYSTEM DRUGS
1925264
1099565
810000
1099563
4028032
27184
004560
1418
795735
4002561
5547
4010179
4350
1989
1665060
1243833
1601091
847917
1602115
861821
1243846
4014952
2742
5431
1086780
1653470
1375985
1795480
1362049
198102
8410
1088531
212339
993528
I.V. SOLUTIONS
EMOLLIENTS AND PROTECTIVES
197863
311550
5116
1358765
25190
4017133
2728
308657
3829
1009149
689606
1658262
2563007
1428987
283100
2890
90650
847239
1895
1536144
6553
746815
4026023
4008450
1092422
3921
284550
1374747
311359
2617
855300
834042
861417
1049593
11732
2102949
854834
4008089
828362
1049580
4008346
2262430
OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS
885508
4008693
4015763
4008837
2441
4001164
2065
314705
106892
847230
86009
1359363
2003
2123111
260258
1992169
897698
564
565
4031923
4037524
4034633
6064
1655959
4009491
4001117
4038827
877525
1360509
4027611
4009503
859749
1670011
1100702
665038
1670021
1991306
11417
198444
1292313
562411
617309
1872980
1921245
197892
208328
895671
1048
858052
ANTI-DEMENTIA DRUGS
1020479
904601
781
995264
995668
606728
1000124
995688
1037045
240707
1359025
1297278
1235247
1431235
1040041
198193
198192
308761
5656
4015287
1947
13204
4937
4024741
4024484
309509
6574
89905
1086789
4187
4035007
404444
763183
4008932
065779
746763
13279
4033294
4030542
1547582
1545666
010463
6281
5363
4013082
4014639
790290
9125
4009729
4003781
584
197862
DRUGS FOR TREATMENT OF LEPRA
670026
198182
247775
317150
4002415
4010303
5298
4029944
2006
6460
1653204
243670
998437
51428
152698
7008
1148809
1191
904589
897122
4012047
4015418
105898
207212
352272
578803
90176
41144
1300368
213695
201883
105824
724590
643
643066
197405
834395
1359135
207685
995283
198911
1656354
1300706
727703
4010305
3422
4009920
359751
4033290
7145
4002156
998213
8881
708127
5681
209597
20896
4282
1370205
4035201
1190433
4008950
1540361
1049613
2474269
1737565
1737563
834137
209384
209495
1101525
8276
2725
1087030
12688
6451
16320
2005
284924
282388
858040
4033906
7053
858036
26610
282452
198174
430618
82084
25480
1008340
727574
808578
266856
252166
72625
221078
845142
2556
236058
899155
10582
4603
40254
1000987
846110
7812
727845
197875
40144
8183
476250
1010851
6750
1362
7715
238994
236460
578712
1100191
1009464
3498
20481
312113
392676
57258
309056
56161
763028
235483
727527
5492
1723776
71227
1987647
858664
994541
8787
238747
540629
1008704
1399
311336
29046
35636
6470
2049890
5640
106101
5032
221095
67108
7716
727977
727575
727974
283753
727981
727979
36387
309938
253058
312406
252584
1372638
1665675
260493
56512
11124
140587
9796
2118448
846114
750071
82122
847394
905458
966427
18631
687439
966443
808548
860096
1741261
24909
283517
1741270
1741267
214182
5489
89013
692623
692620
68173
1729197
1665190
855673
1037338
3203
1741264
1099625
1732014
997170
5723
1090087
199058
310316
866516
212549
4038836
070184
197382
876551
312570
1724785
486166
1360438
1360030
727373
4290
4034380
4027242
702050
25182
25187
844379
198496
5972
1791840
846127
897757
977434
977427
282486
CARDIAC GLYCOSIDES
34322
829734
2053495
198893
6582
236782
905160
4017391
1274
4360
4038840
108513
2419
855820
977440
1809517
977431
1245373
209153
309305
849400
876195
311033
310155
1243040
859426
1358780
194
1728802
2206092
198264
1656340
1358762
995872
206709
9601
612
466588
6581
311332
311331
2048013
153970
314068
8134
562028
311470
82041
6676
312112
203172
757460
757466
7646
203122
309835
3319
3321
209375
14963
1944543
1116183
1101914
206988
1360016
856467
153639
1433873
750149
1358763
26261
1043753
1359743
206765
208451
4010304
4035417
4031389
4002413
31009
4014014
6017
OTHER ANTIHYPERTENSIVES
896004
309682
1149
763296
857007
904177
260229
4016233
4032825
PERIPHERAL VASODILATORS
750265
721795
310197
1843
2480
7050
29575
207765
1666
4014985
1246317
859088
1099571
1807459
1099871
358929
995864
208161
211641
642346
1246066
1087285
211176
206819
307764
104849
208149
206812
1190916
197454
4031310
4007177
4008875
4010082
4008434
4032301
750268
763181
1727000
4009222
4009353
5078
1086767
1424889
1751
1745
3892
2061
1046626
4036751
4015932
4008951
4031740
4024626
4035470
197505
4014794
10180
10829
10831
1007320
1087623
1087620
660890
730044
10454
214824
1588
62400
7393
9346
4511
237125
857942
1601995
890948
805571
864701
2177291
1427022
1116742
805562
2177290
1657131
1657134
1657138
283742
805480
2280741
2180337
1429570
2180338
2177392
2180400
283562
1657128
2198899
805533
1304122
2280749
309130
19711
18993
723
20610
48203
203150
2551
81981
11423
21579
19143
1090823
9640
11256
1244014
749207
197796
5521
153972
617264
46041
203152
DRUGS AFFECTING BONE STRUCTURE AND MINERALIZATION
792710
105694
240000
33199
OTHER ANTIANEMIC PREPARATIONS
1287
8340
1654955
7243
967896
311382
1302827
1112982
211194
1374744
213158
5077
1091839
6373
2170611
2170613
1796672
6628
828529
828525
313578
1872384
52356
2058872
749196
312004
309710
203132
640062
1482913
2268227
311714
ALKYLATING AGENTS
249220
14870
14871
4001858
4007180
4009337
4015646
4005838
4005502
4009495
1246311
284549
1545664
1919073
206997
209431
206208
diastolic_Hypertension_crisis
199498
1797855
359383
311286
757665
1734475
309336
314097
351125
283402
545835
28705
753479
857117
1658692
855322
203195
7984
623677
731538
466553
7980
197596
1049642
4002898
4032681
731573
8485
1973
5074
1264
16319
259233
4337
1191222
4457
861115
4005735
4017180
4009121
854838
854830
HORMONE ANTAGONISTS AND RELATED AGENTS
IMMUNOSTIMULANTS
993804
312033
022100
836343
914
27796
1190225
5986
876866
4035249
1428933
5563
1091828
1246316
2168270
1724357
992858
1666781
1735058
849452
855184
751302
685576
1307419
4005035
198852
1313818
17762
1550940
8727
1809905
4005281
1251059
834023
968851
1724644
826081
1668032
861482
1050490
1049620
1724339
1247189
892473
727822
904440
1803960
1728785
1665682
2474267
857099
1731517
209368
1659595
1860241
1735013
3162
4005033
4007164
4007161
4032970
1338
14895
311028
861819
1337
2573
197583
12367
5924
1014675
1426601
541140
310994
1037181
1000351
150840
108780
208581
212448
856907
1357541
692576
314153
1655726
311680
198405
727757
1663745
197595
2100100
351958
1300712
803354
1041518
404630
4014487
311502
1245454
5523
238014
1658264
238720
748974
7597
543512
4450
107011
2604686
73645
236081
37806
59943
836368
24698
6547
1807
206821
211322
8483
261178
234416
1742404
2054166
1741375
238643
1741380
1741570
1742406
384379
407990
1551881
237363
792577
1795609
309778
807169
1795618
1923484
349730
1868486
861370
856664
35619
6218
214342
197766
142432
309357
2599
309319
21183
91198
486042
20352
477347
314073
52175
203160
237193
309356
884065
1482790
1484518
1484911
1484916
1482801
27084
859107
214614
2539966
1594675
1594680
166283
23950
8686
311379
430
ANTINEMATODAL AGENTS
6984
4003069
1741758
1907
6990
1613
1659260
063381
731567
1728999
4026400
213199
866096
729929
991063
863850
24685
860996
8078
197581
763185
349480
1093060
4986
402097
1086776
1010844
1736546
5971
763179
1601086
104095
200801
617320
1551306
1736863
204642
1090641
1010692
1191313
1551300
827185
209339
901478
7128
5086
4010330
4001204
4024698
4009515
996026
4013310
4009638
27818
921
1986791
794639
724861
1797847
840781
801185
1359022
384410
1114195
313422
855334
261136
855659
197819
203211
1870205
992530
1298326
1798
4004150
103570
966185
3768
214250
1317
3488
1037185
308508
312952
4025840
4035655
4002929
4002554
4026049
4005466
4037502
402011
880353
208465
6592
242698
1538137
238019
751890
314087
422410
1918209
1648783
1248037
824190
261337
351762
882536
979482
1086784
3147
772
807219
762598
207680
104896
4025298
4016637
198896
1386
BACTERIAL VACCINES
4047
195
16384
1836
1148595
351100
1866543
14
6458
215
284481
4027520
1867594
2268231
1740
2481
13273
1724784
4025750
4014116
1242963
596932
1000089
1737761
21949
41493
1012425
32675
217693
1737763
1300441
1358617
52101
317567
238760
1359588
1098334
198060
282472
1361009
1300442
1725702
2178759
1725082
267396
1815
155323
1725696
54251
349279
1743856
880407
753482
226827
1547777
1010296
1604336
864110
261386
884254
2045627
707329
1297359
749785
857107
402010
205121
4003000
476973
4011556
1059
859975
1519
1522
1807636
792032
804981
1242215
1807646
792033
1661424
1807648
727821
4083
24841
1719013
2478
312772
23244
727539
1731082
1795608
998211
041384
2999
1808220
3258
579996
13286
997406
992675
207048
11526
043536
858054
1245376
1292432
855499
1111106
5549
997287
991082
1387
1439808
4035514
4033069
864131
6349
483325
1005924
343033
4035227
1246314
3565
645146
583482
313713
17133
463
863671
105914
2177495
402092
5988
1806195
249790
1433251
645555
1291
2558
1923
313414
26576
14563
749289
237982
309371
857886
1190552
403930
197844
197845
1597075
1112220
749761
250983
5382
727759
1657236
1598322
1992171
597957
2397128
207191
7121
4003776
4004859
3864
859203
213068
993559
1737245
1808217
1741403
1860463
861597
861769
1373463
153008
4437
359297
237735
861476
897366
860192
810071
2178785
884709
4444
5295
8513
5464
308461
731381
804183
991065
324044
352376
1735008
1872269
1665700
1724276
1248148
798926
311245
804156
2612
1049156
2180995
1040048
804547
351291
853260
3844
28090
1095362
905208
1293504
150985
905189
966405
905455
253182
1010745
1148797
1551782
1359920
1049108
2380591
836356
9126
systolic_Hypertension_crisis
1362830
1246288
4026906
4015107
4034483
4004064
4027283
25517
198546
804544
846138
1436239
1437278
689842
855495
1191267
8641
3067
1743
992660
4013511
966404
1722921
1722919
799835
3322
PLANT ALKALOIDS AND OTHER NATURAL PRODUCTS
198857
233603
1860466
637320
466523
1604383
1657750
198936
2468235
107129
236234
1604384
731533
6282
1923809
197579
145
200293
4000847
3163
1161
1738
207287
1300801
4005587
4033618
404280
12778
1052612
3670
ANTIFIBRINOLYTICS
207265
007334
2147
705610
9068
886622
3351
4658
4002087
6680
4015903
6023
1246308
1734090
1359560
833213
1601660
5093
25839
1940709
8262
238083
4984
1049668
205712
1737850
4009376
4011970
4008098
616447
198624
1592255
1101840
4025427
4027139
4031475
34991
008182
005124
311878
352314
5070
1243439
386938
312644
727505
214003
211637
665040
1188426
1368391
607044
1744259
2477889
1191513
1728783
105398
310132
1724338
1094451
1872385
1872443
1495474
1495476
308971
198760
1743779
1659983
1247917
897755
4307
4012845
4009138
3276
3275
832891
859753
5968
3889
310473
ANTITREMATODALS
213295
1297389
1665105
866510
855944
211700
153892
1359546
104377
861008
892574
311026
207349
153640
5362
198555
1304503
ANTI-ACNE PREPARATIONS FOR SYSTEMIC USE
1724340
1012899
213344
866305
1795346
201905
6091
809992
BILE THERAPY
4136
1116341
310027
477484
403890
287734
639566
617316
1041520
853355
1809736
198142
260311
1737247
205604
284497
1233922
276237
310914
1247661
1721614
1192498
84857
835827
1306286
795141
314265
763043
1306284
3423
1721613
1233904
1721612
1724383
1234224
1721603
10379
1007761
195085
300195
643067
1007039
308711
562545
814394
1514
313442
10689
82110
5631
14934
14878
993511
4038024
1649485
1177
1539757
211316
211315
828364
833144
833151
1190776
1794554
1796730
1090992
763308
476362
29950
1442790
4033231
4033230
2631
859979
798104
4031869
4009504
4027331
1310621
4026092
4027424
3081
4032298
4030935
1292
5990
1999
1302281
1100706
4936
665033
5370
4013884
6578
1535456
1535472
23491
213469
828537
979470
261280
103943
206511
349482
1048969
4026024
1232082
208813
309381
1044532
5035
4038228
1544968
210117
861045
759729
815308
857050
897126
807277
311627
6851
199205
8706
8704
215451
727634
1299777
1926456
312973
1666777
1009239
1735007
1192652
792030
835877
309304
206977
1192656
1233806
314008
203146
50610
762829
10156
1312491
617973
238851
1098214
8611
1249095
448
20791
834198
309186
2358
282457
312514
311774
348443
40137
10237
10324
892596
198061
313929
1360432
849344
2180
203171
1658690
1362935
849715
6915
267036
310592
10402
308509
2598
2003714
895200
2003715
1234291
311777
1234290
1297766
1870937
349445
2569977
338036
83367
15996
1992054
72962
83366
29451
6703
309937
309936
203457
215616
200915
2434
1732007
208312
1729420
1172
2375
616438
1483340
866429
1722941
1364435
836397
1149667
4034546
205535
897612
312362
213339
993693
153638
540281
616489
896777
616485
1795481
1251241
6589
313599
995280
749848
1654169
1652084
4012097
271
2058877
859063
1010759
761977
022345
4002547
197662
485287
4036317
4024868
1098351
7513
853146
1291101
12741
4005766
29421
861006
352273
19831
1667993
9949
6227
808917
1840
2555
007076
2425
404318
14885
4025972
3502
1293665
7205
214392
836347
4033959
1653243
541894
727705
1655728
1300791
235496
244190
1490666
1360217
688242
727509
4034415
25180
848740
1052658
3503
198520
4910
4030823
312587
203144
236991
1860127
42463
32968
4917
104701
301
749198
238
11397
2055989
1656313
1008034
1495293
1544916
1050494
995255
1487361
1111641
209350
998189
3490
2171002
1232651
1090487
197736
804973
896185
854252
157
27457
17451
1670023
153843
847241
1113042
235379
858056
311508
1000497
7227
1115472
206201
1099679
105018
209283
208331
1579
3024
204534
403875
1863607
1242503
7215
17169
4035221
283083
245723
389221
1001689
1433239
4005499
5619
645
706544
1791721
1047041
310539
8489
1658637
1658659
1052633
2055
830648
1485605
6283
4009741
3084
042944
238936
359493
1431286
4010106
854846
1255
966178
795709
854875
966250
1011985
834167
2937
242754
311027
6538
352125
1246304
1738515
3178
16561
13243
6526
1359660
2110513
4031870
631799
352085
4014108
544643
5060
848957
216362
219410
216363
152315
151517
152094
153316
202458
360782
153889
7623
152261
207202
1117224
352399
115713
88249
226147
151378
1661710
768
203565
203012
643130
542549
152427
203563
152139
540704
226148
7258
151958
360771
602786
218853
995675
216392
216328
616326
1372663
1694
216528
351314
216395
203709
2045405
352903
220028
215033
541812
216394
2286256
541464
218287
151587
542546
352562
227682
215032
216532
214925
352828
203703
217524
216361
541460
216522
205671
542550
48786
218286
205673
352563
203701
1673792
582600
541475
352561
995670
9481
203705
284897
904387
542553
2108016
1673797
224927
220029
216523
91818
218295
380826
224928
995677
218310
2110527
216743
1595659
1595664
544223
995679
1251680
2110522
995726
224929
219350
995680
218265
1303126
206998
351401
227783
827176
227730
1372658
541872
1251685
220224
1360292
361798
151310
1359561
215064
226224
352394
202908
361799
152337
142153
153506
353534
226190
153731
152334
1300792
353569
801095
346190
361826
361818
219640
152749
77492
153745
152506
1300803
361803
361812
647295
435
226357
220774
353091
1300786
8887
236495
152752
220775
190283
152333
152646
151486
207939
1189779
206956
105412
196474
539819
539822
598022
7454
628527
466542
1150984
153165
311992
617314
215007
11065
152001
542851
1806885
203275
207937
203644
203273
217049
203276
352443
260345
217606
216582
220706
544268
196472
542847
235559
2477891
706869
628530
215905
218369
201381
218073
207938
207936
226419
2550736
226420
151769
1607578
202976
58827
2550740
151985
203214
226203
151912
152509
152487
206955
351399
226418
284870
3355
153875
206954
151627
225846
151628
201083
993542
152512
1232586
206957
42347
9869
203204
581646
284799
152507
151624
42568
284849
799023
85762
261287
152079
152161
967941
151768
153757
381123
405304
105376
151827
151825
152304
153067
352940
645109
204045
4493
225679
639464
227224
583192
541766
993520
993954
993524
828693
833738
1243353
1310463
809556
221183
152386
216438
1437783
1232195
131725
1098884
39993
215818
864666
1426444
1788853
1299812
1372696
836642
876668
153144
1897
1435912
994207
967916
1091283
1310949
236871
1303911
1116508
608343
1243400
1243415
1088535
84815
1927611
31983
3287
7514
725
822929
221088
24941
3288
221057
4124
81952
41126
301543
2110514
1359714
896232
1918195
896219
896212
1430065
352398
36117
72616
896268
2110506
896240
896187
896190
50121
289497
1546457
1991504
1304093
33688
1994540
995424
220844
220843
219650
197116
995268
282519
220845
154987
217682
545795
220847
995266
152467
545787
215356
5553
995260
545791
542417
1085773
1367436
762893
968802
1486452
1524
905
3143
11359
282436
105586
1294471
855342
460
484925
212233
1247759
1098496
PARASYMPATHOMIMETICS
309335
6972
2177498
727518
1310598
966527
1362706
797730
1488569
309985
861844
966205
1596779
861635
861383
198437
308763
861463
